model,Count,dS,dN,scaffold,start_position
CC1G_10701,9,2.08,0.77,Chr_9,612816
CC1G_10703,8,2.1,0.84,Chr_9,619825
CC1G_10704,7,2.19,0.84,Chr_9,624065
CC1G_15140,7,2.19,0.82,Chr_9,626103
CC1G_10706,6,2.1,0.86,Chr_9,632539
CC1G_10707,5,2.02,0.83,Chr_9,636953
CC1G_10723,3,0.82,0.25,Chr_9,696044
CC1G_10725,4,1.73,0.74,Chr_9,701408
CC1G_10726,4,1.34,0.65,Chr_9,703461
CC1G_15145,5,1.39,0.55,Chr_9,709828
CC1G_02411,5,0.58,0.18,Chr_9,724718
CC1G_02412,5,1.61,0.58,Chr_9,731245
CC1G_02415,8,1.43,0.48,Chr_9,746383
CC1G_02416,7,0.87,0.22,Chr_9,750587
CC1G_02417,7,1.02,0.32,Chr_9,754497
CC1G_02419,6,1.22,0.35,Chr_9,756835
CC1G_02421,7,1.42,0.41,Chr_9,761185
CC1G_02423,7,1.35,0.39,Chr_9,764554
CC1G_02424,8,1.37,0.38,Chr_9,766081
CC1G_02430,6,1.43,0.49,Chr_9,785639
CC1G_02432,5,1.65,0.58,Chr_9,790387
CC1G_15150,5,1.75,0.59,Chr_9,798646
CC1G_02435,5,1.87,0.72,Chr_9,801608
CC1G_02438,4,2.04,0.73,Chr_9,812507
CC1G_02440,5,1.89,0.47,Chr_9,818184
CC1G_02448,4,1.97,0.74,Chr_9,839801
CC1G_02449,5,2.21,0.79,Chr_9,841010
CC1G_02456,8,2.6,0.57,Chr_9,861368
CC1G_02457,9,2.58,0.58,Chr_9,862412
CC1G_15153,8,2.58,0.61,Chr_9,864805
CC1G_15154,7,2.65,0.71,Chr_9,866490
CC1G_02461,8,2.55,0.7,Chr_9,870499
CC1G_02463,9,2.62,0.6,Chr_9,878860
CC1G_02464,11,2.16,0.6,Chr_9,882582
CC1G_02465,11,2.54,0.59,Chr_9,886942
CC1G_02466,8,2.54,0.51,Chr_9,891659
CC1G_02470,10,2.13,0.54,Chr_9,903047
CC1G_02471,9,2.16,0.46,Chr_9,905794
CC1G_15156,10,2.27,0.47,Chr_9,907528
CC1G_02472,11,1.7,0.43,Chr_9,911111
CC1G_02478,10,1.64,0.33,Chr_9,919313
CC1G_02480,12,1.94,0.46,Chr_9,924335
CC1G_15157,12,1.82,0.44,Chr_9,926821
CC1G_15159,10,1.76,0.45,Chr_9,930813
CC1G_15161,11,1.86,0.49,Chr_9,932755
CC1G_02483,11,1.91,0.52,Chr_9,933135
CC1G_02485,10,1.82,0.52,Chr_9,936778
CC1G_02489,10,1.76,0.48,Chr_9,945187
CC1G_02490,11,1.42,0.38,Chr_9,946417
CC1G_02492,8,1.86,0.48,Chr_9,956458
CC1G_02493,8,1.81,0.5,Chr_9,957571
CC1G_15163,6,2.15,0.56,Chr_9,969197
CC1G_02499,6,2.74,0.68,Chr_9,971108
CC1G_15166,5,2.76,0.49,Chr_9,992032
CC1G_02506,5,2.64,0.5,Chr_9,995344
CC1G_02511,5,3.13,0.68,Chr_9,1006609
CC1G_02512,6,2.62,0.67,Chr_9,1011766
CC1G_02514,5,2.81,0.64,Chr_9,1019320
CC1G_02515,4,2.61,0.66,Chr_9,1022316
CC1G_02520,4,3.04,0.72,Chr_9,1035889
CC1G_02525,7,1.84,0.67,Chr_9,1050439
CC1G_15168,8,1.78,0.41,Chr_9,1061408
CC1G_02529,9,2.02,0.53,Chr_9,1063380
CC1G_02530,9,1.73,0.44,Chr_9,1067185
CC1G_02531,10,1.78,0.46,Chr_9,1069772
CC1G_02532,10,1.84,0.45,Chr_9,1071734
CC1G_02533,10,1.82,0.48,Chr_9,1073067
CC1G_02534,9,1.76,0.5,Chr_9,1075947
CC1G_02537,9,1.71,0.51,Chr_9,1083706
CC1G_15169,8,1.63,0.4,Chr_9,1086652
CC1G_02539,6,1.68,0.38,Chr_9,1094029
CC1G_02558,3,1.96,0.96,Chr_9,1149466
CC1G_15172,3,1.84,0.77,Chr_9,1155048
CC1G_15173,5,2.42,0.75,Chr_9,1158799
CC1G_07688,5,2.23,0.93,Chr_9,1168042
CC1G_07691,7,2.09,0.86,Chr_9,1180717
CC1G_07692,8,2.27,0.68,Chr_9,1183135
CC1G_15177,6,2.36,0.65,Chr_9,1193215
CC1G_15178,8,2.17,0.62,Chr_9,1196778
CC1G_07697,9,2.51,0.77,Chr_9,1201728
CC1G_07698,9,2.64,0.84,Chr_9,1204605
CC1G_07699,8,2.39,0.88,Chr_9,1207687
CC1G_07702,7,2.57,0.79,Chr_9,1218528
CC1G_07703,7,2.43,0.7,Chr_9,1219359
CC1G_07704,6,1.89,0.53,Chr_9,1222166
CC1G_07708,4,2.63,0.87,Chr_9,1235272
CC1G_07715,3,1.94,0.88,Chr_9,1249112
CC1G_07721,3,3.07,0.72,Chr_9,1268184
CC1G_07722,3,2.9,0.85,Chr_9,1271083
CC1G_07727,2,1.79,0.86,Chr_9,1288754
CC1G_07740,5,2.76,1.24,Chr_9,1330057
CC1G_07741,7,3.28,1.09,Chr_9,1333943
CC1G_07742,7,3.41,1.01,Chr_9,1337158
CC1G_07617,7,3.36,1.08,Chr_9,1342810
CC1G_07619,8,2.92,0.91,Chr_9,1347528
CC1G_07620,8,2.98,0.85,Chr_9,1350805
CC1G_07622,7,2.38,1.1,Chr_9,1355540
CC1G_07623,8,3.04,0.93,Chr_9,1358939
CC1G_07627,9,2.62,0.77,Chr_9,1369390
CC1G_07636,7,1.36,0.53,Chr_9,1381558
CC1G_07638,6,1.34,0.37,Chr_9,1385284
CC1G_07639,6,1.65,0.48,Chr_9,1387836
CC1G_07640,6,1.58,0.47,Chr_9,1388839
CC1G_07641,6,1.44,0.4,Chr_9,1389613
CC1G_07644,6,1.89,0.4,Chr_9,1405582
CC1G_07648,1,1.39,0.92,Chr_9,1418464
CC1G_07657,5,2,0.61,Chr_9,1453133
CC1G_07659,5,1.92,0.72,Chr_9,1461279
CC1G_15188,5,2.04,0.71,Chr_9,1463548
CC1G_07660,5,2.14,0.74,Chr_9,1465168
CC1G_07661,5,2.2,0.67,Chr_9,1467056
CC1G_07664,6,2.46,0.74,Chr_9,1475611
CC1G_07672,3,2.25,0.9,Chr_9,1493016
CC1G_07677,3,3.08,0.72,Chr_9,1505748
CC1G_07680,5,2.57,0.74,Chr_9,1514146
CC1G_07683,4,1.98,0.9,Chr_9,1523043
CC1G_11053,4,2.32,0.74,Chr_9,1534700
CC1G_15190,4,2.54,0.83,Chr_9,1536744
CC1G_15192,3,1.93,0.58,Chr_9,1550436
CC1G_11068,2,2.78,1.06,Chr_9,1574559
CC1G_11080,2,2.05,0.64,Chr_9,1597713
CC1G_11083,2,1.91,0.98,Chr_9,1606833
CC1G_15196,4,2.45,0.9,Chr_9,1622962
CC1G_03481,4,2.37,0.8,Chr_9,1636344
CC1G_03483,4,1.91,0.81,Chr_9,1638835
CC1G_03487,5,2.36,0.91,Chr_9,1644606
CC1G_03489,5,2.57,0.81,Chr_9,1657342
CC1G_03494,4,2.04,0.57,Chr_9,1667129
CC1G_03495,3,1.98,0.65,Chr_9,1673558
CC1G_03504,3,2.1,0.92,Chr_9,1688135
CC1G_03515,4,1.59,0.42,Chr_9,1711242
CC1G_03517,5,1.22,0.51,Chr_9,1719817
CC1G_03521,6,1.22,0.58,Chr_9,1731569
CC1G_03522,6,1.35,0.6,Chr_9,1735448
CC1G_03525,5,1.29,0.32,Chr_9,1742033
CC1G_03526,6,1.48,0.54,Chr_9,1744249
CC1G_03529,6,1.3,0.42,Chr_9,1751910
CC1G_03536,4,1.17,0.26,Chr_9,1767246
CC1G_03537,3,1.67,0.5,Chr_9,1771280
CC1G_03541,2,1.54,0.66,Chr_9,1776974
CC1G_03550,3,1.58,0.73,Chr_9,1802743
CC1G_03554,5,1.98,0.62,Chr_9,1811813
CC1G_03555,5,2.03,0.69,Chr_9,1814068
CC1G_03558,5,1.94,0.58,Chr_9,1822278
CC1G_03559,7,1.89,0.6,Chr_9,1828108
CC1G_03562,7,1.76,0.53,Chr_9,1833090
CC1G_03567,5,1.91,0.45,Chr_9,1847793
CC1G_03568,5,2.12,0.54,Chr_9,1849227
CC1G_03569,5,2.21,0.57,Chr_9,1852606
CC1G_03576,7,1.82,0.64,Chr_9,1867247
CC1G_03582,4,1.59,0.69,Chr_9,1882568
CC1G_03583,5,1.87,0.82,Chr_9,1886278
CC1G_03584,5,1.72,0.78,Chr_9,1887100
CC1G_03585,6,2.05,0.96,Chr_9,1891141
CC1G_03591,4,1.59,0.74,Chr_9,1907982
CC1G_03596,2,1.18,0.53,Chr_9,1914644
CC1G_03604,3,2.73,0.87,Chr_9,1941328
CC1G_03605,3,2.39,0.8,Chr_9,1942293
CC1G_15205,4,2.01,0.7,Chr_9,1946574
CC1G_03613,5,1.86,0.53,Chr_9,1966015
CC1G_03615,4,2.09,0.53,Chr_9,1971150
CC1G_03618,3,1.79,0.5,Chr_9,1980645
CC1G_15207,3,1.58,0.5,Chr_9,1991200
CC1G_08567,3,1.37,0.34,Chr_9,2015308
CC1G_08573,5,1.91,0.81,Chr_9,2031366
CC1G_08575,5,1.77,0.7,Chr_9,2032450
CC1G_08583,6,1.84,0.64,Chr_9,2052058
CC1G_15210,6,2,0.67,Chr_9,2053742
CC1G_08584,6,1.73,0.6,Chr_9,2054860
CC1G_08587,7,2.16,0.74,Chr_9,2062760
CC1G_08590,9,2.22,0.73,Chr_9,2070443
CC1G_08591,8,2.31,0.83,Chr_9,2079919
CC1G_08592,8,2.39,0.82,Chr_9,2083001
CC1G_08594,8,2.14,0.82,Chr_9,2086715
CC1G_08595,7,2.3,0.81,Chr_9,2088500
CC1G_08598,7,2.27,0.84,Chr_9,2094485
CC1G_08599,6,2.33,0.79,Chr_9,2095906
CC1G_08600,6,2.31,0.79,Chr_9,2101443
CC1G_08612,3,1.99,0.72,Chr_9,2128973
CC1G_08615,4,2.13,0.67,Chr_9,2138926
CC1G_08617,6,2.11,0.69,Chr_9,2144017
CC1G_15215,6,2.4,0.8,Chr_9,2148347
CC1G_08498,7,2.15,0.63,Chr_9,2157369
CC1G_08502,8,2.29,0.65,Chr_9,2165896
CC1G_15216,8,2.22,0.67,Chr_9,2168088
CC1G_08505,6,2.6,0.74,Chr_9,2174953
CC1G_08508,6,2.2,0.71,Chr_9,2180600
CC1G_08509,5,2.34,0.65,Chr_9,2183092
CC1G_08510,5,2.32,0.6,Chr_9,2188800
CC1G_08519,3,2.71,0.87,Chr_9,2216915
CC1G_08520,3,3.04,0.9,Chr_9,2219932
CC1G_08521,3,2.49,0.65,Chr_9,2222322
CC1G_08523,3,2.32,0.69,Chr_9,2225930
CC1G_08538,1,1.66,0.39,Chr_9,2268694
CC1G_08540,1,2.32,0.65,Chr_9,2274535
CC1G_08555,3,1.7,0.53,Chr_9,2304240
CC1G_11900,10,2.14,0.61,Chr_9,2325797
CC1G_11901,10,2.02,0.53,Chr_9,2327417
CC1G_11902,10,1.83,0.55,Chr_9,2328975
CC1G_11907,11,1.82,0.46,Chr_9,2339361
CC1G_11908,11,1.58,0.47,Chr_9,2340654
CC1G_15223,11,1.8,0.5,Chr_9,2344234
CC1G_15224,12,1.78,0.51,Chr_9,2345072
CC1G_11911,13,1.64,0.48,Chr_9,2346879
CC1G_11912,13,1.55,0.48,Chr_9,2348673
CC1G_15225,14,1.72,0.47,Chr_9,2350254
CC1G_11916,13,1.82,0.5,Chr_9,2356942
CC1G_11917,13,1.77,0.47,Chr_9,2358857
CC1G_11920,11,1.7,0.46,Chr_9,2369319
CC1G_11922,11,1.82,0.51,Chr_9,2371096
CC1G_09973,11,1.35,0.42,Chr_9,2375127
CC1G_15226,10,1.28,0.4,Chr_9,2376706
CC1G_09974,12,1.56,0.53,Chr_9,2378245
CC1G_09979,15,1.43,0.46,Chr_9,2391789
CC1G_09981,17,1.54,0.46,Chr_9,2395743
CC1G_09982,17,1.68,0.5,Chr_9,2398010
CC1G_09983,18,1.61,0.48,Chr_9,2399779
CC1G_15227,17,1.51,0.44,Chr_9,2402125
CC1G_15228,17,1.55,0.45,Chr_9,2403233
CC1G_09985,16,1.55,0.49,Chr_9,2404301
CC1G_09986,18,1.66,0.54,Chr_9,2407556
CC1G_09987,18,1.7,0.55,Chr_9,2410336
CC1G_09990,19,1.58,0.52,Chr_9,2413097
CC1G_09991,19,1.58,0.53,Chr_9,2414777
CC1G_09992,19,1.5,0.51,Chr_9,2417217
CC1G_09993,19,1.49,0.5,Chr_9,2418631
CC1G_09994,20,1.52,0.5,Chr_9,2420188
CC1G_09996,20,1.52,0.51,Chr_9,2421923
CC1G_09997,19,1.58,0.54,Chr_9,2423159
CC1G_09998,20,1.47,0.53,Chr_9,2426980
CC1G_15229,17,1.49,0.47,Chr_9,2429846
CC1G_09999,18,1.45,0.5,Chr_9,2431499
CC1G_10002,16,1.66,0.55,Chr_9,2437885
CC1G_10004,15,1.64,0.62,Chr_9,2441128
CC1G_10006,13,1.57,0.62,Chr_9,2444390
CC1G_10008,12,1.6,0.61,Chr_9,2446796
CC1G_10009,10,1.74,0.69,Chr_9,2448161
CC1G_10010,12,1.6,0.53,Chr_9,2451199
CC1G_10013,11,1.47,0.54,Chr_9,2456145
CC1G_10015,9,1.47,0.48,Chr_9,2465000
CC1G_10019,5,1.86,0.72,Chr_9,2473679
CC1G_10021,5,1.42,0.7,Chr_9,2475820
CC1G_10022,4,1.57,0.43,Chr_9,2477070
CC1G_12773,4,1.16,0.28,U350,3832
CC1G_12777,4,1.14,0.47,U350,12993
CC1G_12778,4,1.08,0.45,U350,16071
CC1G_12779,4,0.82,0.29,U350,18403
CC1G_12781,4,1.37,0.49,U350,20231
CC1G_13101,2,0.02,0.02,U353,2896
CC1G_13106,2,0.15,0.08,U353,9913
CC1G_13107,2,0.17,0.1,U353,11839
CC1G_15810,2,0.1,0.05,U355,200
CC1G_15812,2,0.11,0.06,U355,5098
CC1G_15813,2,0.07,0.03,U355,6480
CC1G_13230,2,1.19,0.4,U357,230
CC1G_13231,2,2.13,0.86,U357,2138
CC1G_13233,2,1.18,0.66,U357,5861
CC1G_13239,2,2.45,0.31,U358,935
CC1G_13240,2,1.22,0.32,U358,2900
CC1G_13242,2,2.18,0.38,U358,7345
CC1G_13244,1,1.42,0.35,U359,3994
CC1G_13245,1,0.64,0.23,U359,6098
CC1G_13247,1,2.18,1.04,U360,3269
CC1G_13249,1,0.48,0.32,U360,5168
CC1G_13251,3,1.18,0.47,U361,3814
CC1G_13252,3,1.18,0.38,U361,4912
CC1G_13253,3,1.05,0.53,U361,6403
CC1G_13254,3,1.69,0.68,U361,8236
CC1G_13267,2,1.71,0.55,U365,1303
CC1G_13268,2,1.99,0.57,U365,4730
CC1G_13269,2,2.35,0.56,U365,7910
CC1G_13319,3,0.01,0.01,U378,61
CC1G_13320,3,0.47,0.33,U378,796
CC1G_13323,3,0.47,0.33,U378,4301
CC1G_13324,3,0.48,0.33,U378,6370
CC1G_13347,1,2.55,0.92,U383,48
CC1G_15819,1,2.49,1.25,U383,3136
CC1G_13470,1,0.02,0.01,U393,822
CC1G_13471,1,4.13,0.77,U393,2317
CC1G_13392,1,0.02,0.01,U396,1191
CC1G_13393,1,0.01,0,U396,4338
CC1G_13448,1,0.03,0.01,U408,183
CC1G_13449,1,0.14,0.03,U408,3438
CC1G_15833,1,0,0,U415,1788
CC1G_15834,1,0.18,0.14,U415,3144
CC1G_13489,1,0.07,0.02,U418,409
CC1G_13490,1,0.75,0.17,U418,2681
CC1G_13502,1,1.5,1.13,U423,57
CC1G_13504,1,1.17,0.53,U423,2037
CC1G_15840,1,0,0,U428,1465
CC1G_15841,1,1.97,0.77,U428,2309
