model1	model2	ds	dn	dsdn
Ccin:CC1G_15140T0	Ccin:CC1G_03221T0	NA	1.04	NA
Ccin:CC1G_12635T0	Ccin:CC1G_03221T0	NA	0.58	NA
Ccin:CC1G_08902T0	Ccin:CC1G_03221T0	1.73	1.08	1.60
Ccin:CC1G_02263T0	Ccin:CC1G_03221T0	NA	1.09	NA
Ccin:CC1G_14918T0	Ccin:CC1G_03221T0	2.32	1.09	2.14
Ccin:CC1G_02266T0	Ccin:CC1G_03221T0	2.38	1.23	1.94
Ccin:CC1G_02267T0	Ccin:CC1G_03221T0	NA	1.07	NA
Ccin:CC1G_08886T0	Ccin:CC1G_03221T0	NA	1.09	NA
Ccin:CC1G_12635T0	Ccin:CC1G_06157T0	NA	1.24	NA
Ccin:CC1G_08902T0	Ccin:CC1G_06157T0	NA	0.89	NA
Ccin:CC1G_02263T0	Ccin:CC1G_06157T0	NA	1.47	NA
Ccin:CC1G_15140T0	Ccin:CC1G_10207T0	NA	0.90	NA
Ccin:CC1G_03220T0	Ccin:CC1G_02803T0	NA	1.02	NA
Ccin:CC1G_10698T0	Ccin:CC1G_02803T0	4.15	1.06	3.90
Ccin:CC1G_08124T0	Ccin:CC1G_02803T0	NA	1.09	NA
Ccin:CC1G_13819T0	Ccin:CC1G_02803T0	NA	0.89	NA
Ccin:CC1G_10197T0	Ccin:CC1G_02803T0	3.05	0.84	3.63
Ccin:CC1G_12635T0	Ccin:CC1G_02803T0	NA	1.05	NA
Ccin:CC1G_08902T0	Ccin:CC1G_02803T0	2.75	1.04	2.64
Ccin:CC1G_02263T0	Ccin:CC1G_02803T0	NA	1.01	NA
Ccin:CC1G_10701T0	Ccin:CC1G_14281T0	NA	0.99	NA
Ccin:CC1G_03028T0	Ccin:CC1G_02803T0	NA	1.05	NA
Ccin:CC1G_03221T0	Ccin:CC1G_02803T0	NA	0.95	NA
Ccin:CC1G_06157T0	Ccin:CC1G_02803T0	NA	0.46	NA
Ccin:CC1G_10207T0	Ccin:CC1G_02803T0	NA	0.91	NA
Ccin:CC1G_05909T0	Ccin:CC1G_14281T0	2.96	1.07	2.75
Ccin:CC1G_14451T0	Ccin:CC1G_08305T0	NA	1.22	NA
Ccin:CC1G_06156T0	Ccin:CC1G_08305T0	4.11	1.38	2.99
Ccin:CC1G_06148T0	Ccin:CC1G_08305T0	NA	0.99	NA
Ccin:CC1G_14534T0	Ccin:CC1G_08305T0	3.53	1.11	3.18
Ccin:CC1G_14774T0	Ccin:CC1G_12387T0	2.28	1.12	2.03
Ccin:CC1G_12635T0	Ccin:CC1G_08305T0	1.85	1.06	1.74
Ccin:CC1G_08902T0	Ccin:CC1G_08305T0	NA	1.16	NA
Ccin:CC1G_02263T0	Ccin:CC1G_08305T0	NA	1.19	NA
Ccin:CC1G_14088T0	Ccin:CC1G_12387T0	NA	0.76	NA
Ccin:CC1G_14918T0	Ccin:CC1G_08305T0	2.06	1.30	1.58
Ccin:CC1G_10703T0	Ccin:CC1G_12387T0	NA	1.36	NA
Ccin:CC1G_02266T0	Ccin:CC1G_08305T0	2.56	1.22	2.10
Ccin:CC1G_11243T0	Ccin:CC1G_12387T0	1.31	0.42	3.16
Ccin:CC1G_02267T0	Ccin:CC1G_08305T0	NA	1.13	NA
Ccin:CC1G_08886T0	Ccin:CC1G_08305T0	NA	1.21	NA
Ccin:CC1G_14889T0	Ccin:CC1G_08305T0	2.38	1.56	1.53
Ccin:CC1G_03028T0	Ccin:CC1G_08305T0	2.96	1.22	2.43
Ccin:CC1G_03221T0	Ccin:CC1G_08305T0	NA	1.07	NA
Ccin:CC1G_14856T0	Ccin:CC1G_07532T0	1.69	0.86	1.96
Ccin:CC1G_14911T0	Ccin:CC1G_07532T0	2.81	0.79	3.57
Ccin:CC1G_05949T0	Ccin:CC1G_07532T0	2.57	1.26	2.04
Ccin:CC1G_10704T0	Ccin:CC1G_07532T0	NA	1.06	NA
Ccin:CC1G_10701T0	Ccin:CC1G_07532T0	2.70	1.16	2.34
Ccin:CC1G_02356T0	Ccin:CC1G_07532T0	NA	0.66	NA
Ccin:CC1G_10706T0	Ccin:CC1G_07532T0	NA	1.30	NA
Ccin:CC1G_10700T0	Ccin:CC1G_07532T0	2.96	0.90	3.28
Ccin:CC1G_02268T0	Ccin:CC1G_13827T0	NA	1.36	NA
Ccin:CC1G_14087T0	Ccin:CC1G_07532T0	1.74	0.68	2.57
Ccin:CC1G_03220T0	Ccin:CC1G_13827T0	NA	0.93	NA
Ccin:CC1G_08124T0	Ccin:CC1G_13827T0	NA	0.96	NA
Ccin:CC1G_13819T0	Ccin:CC1G_13827T0	NA	0.81	NA
Ccin:CC1G_10197T0	Ccin:CC1G_13827T0	NA	0.53	NA
Ccin:CC1G_08902T0	Ccin:CC1G_13827T0	2.76	0.94	2.92
Ccin:CC1G_02263T0	Ccin:CC1G_13827T0	1.51	1.06	1.42
Ccin:CC1G_14281T0	Ccin:CC1G_07532T0	NA	1.11	NA
Ccin:CC1G_12387T0	Ccin:CC1G_07532T0	3.82	0.81	4.72
Ccin:CC1G_14548T0	Ccin:CC1G_07523T0	NA	0.80	NA
Ccin:CC1G_15587T0	Ccin:CC1G_07523T0	3.65	1.02	3.58
Ccin:CC1G_14774T0	Ccin:CC1G_07523T0	2.34	0.82	2.85
Ccin:CC1G_12363T0	Ccin:CC1G_07523T0	NA	0.93	NA
Ccin:CC1G_15324T0	Ccin:CC1G_07523T0	NA	0.75	NA
Ccin:CC1G_12448T0	Ccin:CC1G_07523T0	1.64	0.34	4.79
Ccin:CC1G_06046T0	Ccin:CC1G_07523T0	4.34	0.78	5.55
Ccin:CC1G_08370T0	Ccin:CC1G_07523T0	NA	0.55	NA
Ccin:CC1G_07525T0	Ccin:CC1G_07523T0	0.92	0.14	6.69
Ccin:CC1G_14281T0	Ccin:CC1G_07523T0	2.56	1.16	2.21
Ccin:CC1G_12387T0	Ccin:CC1G_07523T0	3.07	0.80	3.83
Ccin:CC1G_07532T0	Ccin:CC1G_07523T0	1.00	0.16	6.16
Ccin:CC1G_14088T0	Ccin:CC1G_07526T0	NA	0.81	NA
Ccin:CC1G_10703T0	Ccin:CC1G_07526T0	NA	0.92	NA
Ccin:CC1G_10701T0	Ccin:CC1G_06049T0	NA	1.05	NA
Ccin:CC1G_02356T0	Ccin:CC1G_06049T0	NA	0.71	NA
Ccin:CC1G_10706T0	Ccin:CC1G_06049T0	NA	1.09	NA
Ccin:CC1G_10700T0	Ccin:CC1G_06049T0	2.59	0.90	2.87
Ccin:CC1G_06046T0	Ccin:CC1G_06049T0	0.86	0.28	3.07
Ccin:CC1G_08370T0	Ccin:CC1G_06049T0	NA	0.77	NA
Ccin:CC1G_14856T0	Ccin:CC1G_07524T0	2.86	0.77	3.71
Ccin:CC1G_01522T0	Ccin:CC1G_02597T0	3.85	0.77	5.00
Ccin:CC1G_10723T0	Ccin:CC1G_07524T0	NA	0.89	NA
Ccin:CC1G_14088T0	Ccin:CC1G_07524T0	NA	0.80	NA
Ccin:CC1G_10703T0	Ccin:CC1G_07524T0	NA	0.93	NA
Ccin:CC1G_11243T0	Ccin:CC1G_07524T0	3.19	0.81	3.93
Ccin:CC1G_11248T0	Ccin:CC1G_07524T0	2.07	0.83	2.50
Ccin:CC1G_05909T0	Ccin:CC1G_07524T0	2.83	0.48	5.87
Ccin:CC1G_07526T0	Ccin:CC1G_07524T0	2.07	0.27	7.77
Ccin:CC1G_06049T0	Ccin:CC1G_07524T0	2.68	0.82	3.25
Ccin:CC1G_14548T0	Ccin:CC1G_05931T0	NA	1.01	NA
Ccin:CC1G_15587T0	Ccin:CC1G_05931T0	2.30	0.78	2.96
Ccin:CC1G_12363T0	Ccin:CC1G_05931T0	NA	0.84	NA
Ccin:CC1G_14856T0	Ccin:CC1G_05931T0	NA	0.88	NA
Ccin:CC1G_14911T0	Ccin:CC1G_05931T0	1.55	0.49	3.15
Ccin:CC1G_05949T0	Ccin:CC1G_05931T0	2.51	0.70	3.57
Ccin:CC1G_10704T0	Ccin:CC1G_05931T0	2.62	0.85	3.09
Ccin:CC1G_10701T0	Ccin:CC1G_05931T0	2.54	1.13	2.24
Ccin:CC1G_02356T0	Ccin:CC1G_05931T0	2.29	0.82	2.81
Ccin:CC1G_10706T0	Ccin:CC1G_05931T0	NA	1.00	NA
Ccin:CC1G_10700T0	Ccin:CC1G_05931T0	NA	0.93	NA
Ccin:CC1G_14087T0	Ccin:CC1G_05931T0	2.51	0.71	3.52
Ccin:CC1G_10723T0	Ccin:CC1G_05931T0	NA	0.88	NA
Ccin:CC1G_14088T0	Ccin:CC1G_05931T0	NA	0.75	NA
Ccin:CC1G_11243T0	Ccin:CC1G_05931T0	2.59	0.67	3.85
Ccin:CC1G_11248T0	Ccin:CC1G_05931T0	3.29	0.76	4.30
Ccin:CC1G_05909T0	Ccin:CC1G_05931T0	NA	0.52	NA
Ccin:CC1G_15324T0	Ccin:CC1G_05931T0	NA	0.71	NA
Ccin:CC1G_12448T0	Ccin:CC1G_05931T0	3.66	0.51	7.15
Ccin:CC1G_06046T0	Ccin:CC1G_05931T0	5.03	0.76	6.64
Ccin:CC1G_14281T0	Ccin:CC1G_05931T0	3.38	0.72	4.70
Ccin:CC1G_12387T0	Ccin:CC1G_05931T0	NA	0.76	NA
Ccin:CC1G_07532T0	Ccin:CC1G_05931T0	NA	0.52	NA
Ccin:CC1G_07523T0	Ccin:CC1G_05931T0	NA	0.55	NA
Ccin:CC1G_07526T0	Ccin:CC1G_05931T0	3.58	0.55	6.54
Ccin:CC1G_06049T0	Ccin:CC1G_05931T0	NA	0.69	NA
Ccin:CC1G_14548T0	Ccin:CC1G_05926T0	NA	1.17	NA
Ccin:CC1G_15587T0	Ccin:CC1G_05926T0	1.99	0.90	2.22
Ccin:CC1G_14911T0	Ccin:CC1G_05926T0	NA	0.70	NA
Ccin:CC1G_05949T0	Ccin:CC1G_05926T0	5.33	0.93	5.75
Ccin:CC1G_10704T0	Ccin:CC1G_05926T0	2.87	0.89	3.24
Ccin:CC1G_10701T0	Ccin:CC1G_05926T0	4.08	1.18	3.45
Ccin:CC1G_02356T0	Ccin:CC1G_05926T0	NA	0.89	NA
Ccin:CC1G_10706T0	Ccin:CC1G_05926T0	NA	1.03	NA
Ccin:CC1G_10698T0	Ccin:CC1G_14271T0	3.24	1.34	2.42
Ccin:CC1G_08124T0	Ccin:CC1G_14271T0	NA	1.16	NA
Ccin:CC1G_13819T0	Ccin:CC1G_14271T0	NA	0.94	NA
Ccin:CC1G_14918T0	Ccin:CC1G_14271T0	NA	0.87	NA
Ccin:CC1G_02266T0	Ccin:CC1G_14271T0	NA	0.69	NA
Ccin:CC1G_02267T0	Ccin:CC1G_14271T0	NA	0.71	NA
Ccin:CC1G_08886T0	Ccin:CC1G_14271T0	NA	0.74	NA
Ccin:CC1G_14889T0	Ccin:CC1G_14271T0	NA	0.79	NA
Ccin:CC1G_03028T0	Ccin:CC1G_14271T0	NA	1.05	NA
Ccin:CC1G_03221T0	Ccin:CC1G_14271T0	NA	1.02	NA
Ccin:CC1G_06157T0	Ccin:CC1G_14271T0	NA	1.25	NA
Ccin:CC1G_10207T0	Ccin:CC1G_14271T0	3.41	0.93	3.66
Ccin:CC1G_08305T0	Ccin:CC1G_14271T0	3.64	1.15	3.17
Ccin:CC1G_13827T0	Ccin:CC1G_14271T0	NA	1.00	NA
Ccin:CC1G_06150T0	Ccin:CC1G_14271T0	NA	1.12	NA
Ccin:CC1G_12644T0	Ccin:CC1G_14483T0	0.48	0.09	5.36
Ccin:CC1G_15099T0	Ccin:CC1G_14271T0	2.75	1.11	2.47
Ccin:CC1G_10703T0	Ccin:CC1G_05932T0	NA	1.29	NA
Ccin:CC1G_06210T0	Ccin:CC1G_14271T0	NA	1.29	NA
Ccin:CC1G_11243T0	Ccin:CC1G_05932T0	2.98	0.76	3.94
Ccin:CC1G_11248T0	Ccin:CC1G_05932T0	2.48	0.78	3.18
Ccin:CC1G_08903T0	Ccin:CC1G_14271T0	NA	0.71	NA
Ccin:CC1G_05909T0	Ccin:CC1G_05932T0	2.33	0.51	4.57
Ccin:CC1G_14451T0	Ccin:CC1G_12224T0	NA	1.11	NA
Ccin:CC1G_15324T0	Ccin:CC1G_05932T0	NA	0.70	NA
Ccin:CC1G_06156T0	Ccin:CC1G_12224T0	NA	1.42	NA
Ccin:CC1G_12448T0	Ccin:CC1G_05932T0	4.46	0.54	8.26
Ccin:CC1G_06148T0	Ccin:CC1G_12224T0	NA	1.06	NA
Ccin:CC1G_14534T0	Ccin:CC1G_12224T0	NA	1.00	NA
Ccin:CC1G_08370T0	Ccin:CC1G_05932T0	0.90	0.27	3.30
Ccin:CC1G_10673T0	Ccin:CC1G_12224T0	NA	1.37	NA
Ccin:CC1G_07525T0	Ccin:CC1G_05932T0	NA	0.58	NA
Ccin:CC1G_15140T0	Ccin:CC1G_12224T0	3.07	0.82	3.75
Ccin:CC1G_12387T0	Ccin:CC1G_05932T0	NA	0.86	NA
Ccin:CC1G_10686T0	Ccin:CC1G_12224T0	2.12	0.89	2.38
Ccin:CC1G_07532T0	Ccin:CC1G_05932T0	4.16	0.55	7.51
Ccin:CC1G_13826T0	Ccin:CC1G_12224T0	3.86	1.11	3.48
Ccin:CC1G_07523T0	Ccin:CC1G_05932T0	2.82	0.55	5.16
Ccin:CC1G_02268T0	Ccin:CC1G_12224T0	NA	1.18	NA
Ccin:CC1G_03220T0	Ccin:CC1G_12224T0	3.44	1.44	2.38
Ccin:CC1G_10698T0	Ccin:CC1G_12224T0	NA	1.18	NA
Ccin:CC1G_05931T0	Ccin:CC1G_05932T0	2.26	0.39	5.80
Ccin:CC1G_08124T0	Ccin:CC1G_12224T0	2.24	1.00	2.23
Ccin:CC1G_05926T0	Ccin:CC1G_05932T0	NA	0.63	NA
Ccin:CC1G_13819T0	Ccin:CC1G_12224T0	NA	1.25	NA
Ccin:CC1G_14548T0	Ccin:CC1G_05952T0	2.66	1.04	2.56
Ccin:CC1G_08902T0	Ccin:CC1G_12224T0	NA	0.75	NA
Ccin:CC1G_02263T0	Ccin:CC1G_12224T0	NA	1.07	NA
Ccin:CC1G_14918T0	Ccin:CC1G_12224T0	4.99	0.84	5.94
Ccin:CC1G_02266T0	Ccin:CC1G_12224T0	NA	0.84	NA
Ccin:CC1G_02267T0	Ccin:CC1G_12224T0	NA	0.88	NA
Ccin:CC1G_08886T0	Ccin:CC1G_12224T0	NA	0.90	NA
Ccin:CC1G_03028T0	Ccin:CC1G_12224T0	2.37	0.99	2.39
Ccin:CC1G_03221T0	Ccin:CC1G_12224T0	2.87	1.10	2.61
Ccin:CC1G_06157T0	Ccin:CC1G_12224T0	2.20	1.10	2.00
Ccin:CC1G_09261T0	Ccin:CC1G_08265T0	1.89	0.74	2.57
Ccin:CC1G_02803T0	Ccin:CC1G_12224T0	2.86	1.14	2.51
Ccin:CC1G_08305T0	Ccin:CC1G_12224T0	2.45	1.25	1.95
Ccin:CC1G_13827T0	Ccin:CC1G_12224T0	2.72	1.04	2.61
Ccin:CC1G_06210T0	Ccin:CC1G_12224T0	2.55	1.09	2.34
Ccin:CC1G_08903T0	Ccin:CC1G_12224T0	NA	0.89	NA
Ccin:CC1G_14271T0	Ccin:CC1G_12224T0	NA	0.71	NA
Ccin:CC1G_14451T0	Ccin:CC1G_02696T0	2.31	1.38	1.68
Ccin:CC1G_06156T0	Ccin:CC1G_02696T0	2.20	1.74	1.26
Ccin:CC1G_10686T0	Ccin:CC1G_02696T0	NA	0.97	NA
Ccin:CC1G_13826T0	Ccin:CC1G_02696T0	NA	1.08	NA
Ccin:CC1G_02268T0	Ccin:CC1G_02696T0	NA	1.37	NA
Ccin:CC1G_03220T0	Ccin:CC1G_02696T0	NA	1.09	NA
Ccin:CC1G_10698T0	Ccin:CC1G_02696T0	NA	1.01	NA
Ccin:CC1G_08124T0	Ccin:CC1G_02696T0	NA	0.98	NA
Ccin:CC1G_13819T0	Ccin:CC1G_02696T0	2.81	0.80	3.49
Ccin:CC1G_10197T0	Ccin:CC1G_02696T0	NA	0.92	NA
Ccin:CC1G_14911T0	Ccin:CC1G_12362T0	NA	0.78	NA
Ccin:CC1G_12635T0	Ccin:CC1G_02696T0	NA	0.92	NA
Ccin:CC1G_05949T0	Ccin:CC1G_12362T0	2.19	1.07	2.05
Ccin:CC1G_08902T0	Ccin:CC1G_02696T0	NA	0.90	NA
Ccin:CC1G_10704T0	Ccin:CC1G_12362T0	2.09	0.87	2.39
Ccin:CC1G_12448T0	Ccin:CC1G_12362T0	2.86	0.81	3.54
Ccin:CC1G_06046T0	Ccin:CC1G_12362T0	2.94	0.79	3.73
Ccin:CC1G_08370T0	Ccin:CC1G_12362T0	NA	0.79	NA
Ccin:CC1G_06150T0	Ccin:CC1G_02696T0	2.60	0.83	3.15
Ccin:CC1G_07525T0	Ccin:CC1G_12362T0	NA	0.78	NA
Ccin:CC1G_15099T0	Ccin:CC1G_02696T0	NA	0.88	NA
Ccin:CC1G_14281T0	Ccin:CC1G_12362T0	NA	0.81	NA
Ccin:CC1G_06210T0	Ccin:CC1G_02696T0	NA	0.99	NA
Ccin:CC1G_14271T0	Ccin:CC1G_02696T0	2.31	0.92	2.51
Ccin:CC1G_12224T0	Ccin:CC1G_02696T0	NA	0.99	NA
Ccin:CC1G_14451T0	Ccin:CC1G_06648T0	3.70	1.39	2.65
Ccin:CC1G_06156T0	Ccin:CC1G_06648T0	2.85	1.72	1.66
Ccin:CC1G_06148T0	Ccin:CC1G_06648T0	2.83	1.26	2.26
Ccin:CC1G_14534T0	Ccin:CC1G_06648T0	1.93	1.71	1.13
Ccin:CC1G_10673T0	Ccin:CC1G_06648T0	NA	1.32	NA
Ccin:CC1G_15140T0	Ccin:CC1G_06648T0	NA	0.91	NA
Ccin:CC1G_10686T0	Ccin:CC1G_06648T0	NA	1.26	NA
Ccin:CC1G_13826T0	Ccin:CC1G_06648T0	NA	1.65	NA
Ccin:CC1G_02268T0	Ccin:CC1G_06648T0	4.00	1.09	3.66
Ccin:CC1G_03220T0	Ccin:CC1G_06648T0	2.03	1.28	1.58
Ccin:CC1G_10698T0	Ccin:CC1G_06648T0	NA	1.26	NA
Ccin:CC1G_08124T0	Ccin:CC1G_06648T0	NA	1.07	NA
Ccin:CC1G_13819T0	Ccin:CC1G_06648T0	NA	1.07	NA
Ccin:CC1G_10197T0	Ccin:CC1G_06648T0	2.30	1.52	1.51
Ccin:CC1G_12635T0	Ccin:CC1G_06648T0	3.56	1.14	3.12
Ccin:CC1G_08902T0	Ccin:CC1G_06648T0	NA	1.02	NA
Ccin:CC1G_02263T0	Ccin:CC1G_06648T0	3.04	1.23	2.48
Ccin:CC1G_12224T0	Ccin:CC1G_06648T0	2.20	1.22	1.80
Ccin:CC1G_02696T0	Ccin:CC1G_06648T0	4.43	1.02	4.32
Ccin:CC1G_14451T0	Ccin:CC1G_06202T0	2.23	1.07	2.08
Ccin:CC1G_06156T0	Ccin:CC1G_06202T0	NA	1.74	NA
Ccin:CC1G_06148T0	Ccin:CC1G_06202T0	NA	1.18	NA
Ccin:CC1G_14534T0	Ccin:CC1G_06202T0	NA	1.11	NA
Ccin:CC1G_10197T0	Ccin:CC1G_06202T0	NA	0.93	NA
Ccin:CC1G_12635T0	Ccin:CC1G_06202T0	NA	0.99	NA
Ccin:CC1G_12224T0	Ccin:CC1G_06202T0	NA	1.23	NA
Ccin:CC1G_14911T0	Ccin:CC1G_08380T0	3.30	0.80	4.11
Ccin:CC1G_14271T0	Ccin:CC1G_10677T0	NA	0.96	NA
Ccin:CC1G_07532T0	Ccin:CC1G_08380T0	NA	0.67	NA
Ccin:CC1G_07523T0	Ccin:CC1G_08380T0	NA	0.67	NA
Ccin:CC1G_07526T0	Ccin:CC1G_08380T0	2.33	0.68	3.42
Ccin:CC1G_06049T0	Ccin:CC1G_08380T0	NA	0.68	NA
Ccin:CC1G_07524T0	Ccin:CC1G_08380T0	3.08	0.66	4.66
Ccin:CC1G_05931T0	Ccin:CC1G_08380T0	NA	0.62	NA
Ccin:CC1G_03220T0	Ccin:CC1G_14531T0	NA	1.14	NA
Ccin:CC1G_02267T0	Ccin:CC1G_14531T0	1.99	1.04	1.91
Ccin:CC1G_08886T0	Ccin:CC1G_14531T0	NA	0.78	NA
Ccin:CC1G_14889T0	Ccin:CC1G_14531T0	NA	0.95	NA
Ccin:CC1G_03028T0	Ccin:CC1G_14531T0	NA	1.07	NA
Ccin:CC1G_03221T0	Ccin:CC1G_14531T0	NA	1.12	NA
Ccin:CC1G_06157T0	Ccin:CC1G_14531T0	NA	0.93	NA
Ccin:CC1G_10207T0	Ccin:CC1G_14531T0	2.20	1.08	2.04
Ccin:CC1G_10677T0	Ccin:CC1G_14531T0	NA	1.06	NA
Ccin:CC1G_14451T0	Ccin:CC1G_15801T0	NA	1.40	NA
Ccin:CC1G_06156T0	Ccin:CC1G_15801T0	NA	1.13	NA
Ccin:CC1G_06148T0	Ccin:CC1G_15801T0	NA	1.35	NA
Ccin:CC1G_14534T0	Ccin:CC1G_15801T0	NA	1.29	NA
Ccin:CC1G_08886T0	Ccin:CC1G_15801T0	NA	1.37	NA
Ccin:CC1G_14889T0	Ccin:CC1G_15801T0	NA	1.33	NA
Ccin:CC1G_02356T0	Ccin:CC1G_05943T0	NA	0.81	NA
Ccin:CC1G_06150T0	Ccin:CC1G_15801T0	NA	1.39	NA
Ccin:CC1G_15099T0	Ccin:CC1G_15801T0	NA	1.15	NA
Ccin:CC1G_06210T0	Ccin:CC1G_15801T0	NA	1.16	NA
Ccin:CC1G_08903T0	Ccin:CC1G_15801T0	NA	1.40	NA
Ccin:CC1G_06046T0	Ccin:CC1G_05943T0	2.33	0.83	2.81
Ccin:CC1G_14271T0	Ccin:CC1G_15801T0	3.69	1.20	3.07
Ccin:CC1G_08370T0	Ccin:CC1G_05943T0	0.88	0.29	3.06
Ccin:CC1G_07525T0	Ccin:CC1G_05943T0	NA	0.54	NA
Ccin:CC1G_14281T0	Ccin:CC1G_05943T0	NA	1.05	NA
Ccin:CC1G_12387T0	Ccin:CC1G_05943T0	3.39	0.85	3.99
Ccin:CC1G_07532T0	Ccin:CC1G_05943T0	2.96	0.56	5.33
Ccin:CC1G_07523T0	Ccin:CC1G_05943T0	2.21	0.54	4.08
Ccin:CC1G_07526T0	Ccin:CC1G_05943T0	NA	0.59	NA
Ccin:CC1G_06049T0	Ccin:CC1G_05943T0	NA	0.80	NA
Ccin:CC1G_07524T0	Ccin:CC1G_05943T0	NA	0.53	NA
Ccin:CC1G_14531T0	Ccin:CC1G_15801T0	2.99	1.30	2.31
Ccin:CC1G_05931T0	Ccin:CC1G_05943T0	1.88	0.41	4.60
Ccin:CC1G_15318T0	Ccin:CC1G_12058T0	2.48	1.62	1.54
Ccin:CC1G_15318T0	Ccin:CC1G_12164T0	NA	1.27	NA
Ccin:CC1G_12058T0	Ccin:CC1G_12164T0	NA	1.34	NA
Ccin:CC1G_15318T0	Ccin:CC1G_08599T0	2.62	1.28	2.05
Ccin:CC1G_02654T0	Ccin:CC1G_05943T0	2.31	0.73	3.17
Ccin:CC1G_12058T0	Ccin:CC1G_08599T0	NA	1.26	NA
Ccin:CC1G_05948T0	Ccin:CC1G_05943T0	0.42	0.17	2.43
Ccin:CC1G_09040T0	Ccin:CC1G_05943T0	3.68	0.72	5.08
Ccin:CC1G_12386T0	Ccin:CC1G_05943T0	NA	0.60	NA
Ccin:CC1G_08380T0	Ccin:CC1G_05943T0	5.73	0.60	9.56
Ccin:CC1G_11247T0	Ccin:CC1G_05943T0	2.57	0.85	3.02
Ccin:CC1G_14548T0	Ccin:CC1G_06045T0	4.46	0.92	4.87
Ccin:CC1G_15587T0	Ccin:CC1G_06045T0	1.67	0.56	3.00
Ccin:CC1G_14774T0	Ccin:CC1G_06045T0	2.83	1.05	2.70
Ccin:CC1G_12164T0	Ccin:CC1G_08615T0	2.48	1.16	2.14
Ccin:CC1G_14856T0	Ccin:CC1G_06045T0	2.18	0.78	2.77
Ccin:CC1G_14911T0	Ccin:CC1G_06045T0	NA	0.81	NA
Ccin:CC1G_08599T0	Ccin:CC1G_08615T0	2.10	1.07	1.96
Ccin:CC1G_05949T0	Ccin:CC1G_06045T0	4.27	1.17	3.66
Ccin:CC1G_12349T0	Ccin:CC1G_08615T0	2.68	1.40	1.91
Ccin:CC1G_10704T0	Ccin:CC1G_06045T0	3.44	0.88	3.90
Ccin:CC1G_15318T0	Ccin:CC1G_08600T0	2.74	1.19	2.31
Ccin:CC1G_12058T0	Ccin:CC1G_08600T0	2.27	1.11	2.04
Ccin:CC1G_10700T0	Ccin:CC1G_06045T0	4.03	0.95	4.26
Ccin:CC1G_14087T0	Ccin:CC1G_06045T0	1.25	0.38	3.28
Ccin:CC1G_10723T0	Ccin:CC1G_06045T0	NA	1.01	NA
Ccin:CC1G_14088T0	Ccin:CC1G_06045T0	2.28	0.47	4.83
Ccin:CC1G_15318T0	Ccin:CC1G_11210T0	1.67	1.42	1.18
Ccin:CC1G_10703T0	Ccin:CC1G_06045T0	3.60	0.91	3.94
Ccin:CC1G_12058T0	Ccin:CC1G_11210T0	NA	1.50	NA
Ccin:CC1G_11243T0	Ccin:CC1G_06045T0	3.15	0.79	4.00
Ccin:CC1G_12164T0	Ccin:CC1G_11210T0	2.64	1.16	2.27
Ccin:CC1G_11248T0	Ccin:CC1G_06045T0	3.02	0.90	3.36
Ccin:CC1G_05909T0	Ccin:CC1G_06045T0	4.84	0.79	6.12
Ccin:CC1G_15324T0	Ccin:CC1G_06045T0	3.29	0.76	4.33
Ccin:CC1G_12349T0	Ccin:CC1G_11210T0	1.70	0.73	2.32
Ccin:CC1G_12448T0	Ccin:CC1G_06045T0	3.39	0.75	4.52
Ccin:CC1G_06046T0	Ccin:CC1G_06045T0	1.28	0.35	3.70
Ccin:CC1G_08370T0	Ccin:CC1G_06045T0	3.30	0.75	4.41
Ccin:CC1G_07525T0	Ccin:CC1G_06045T0	NA	0.81	NA
Ccin:CC1G_14281T0	Ccin:CC1G_06045T0	3.05	0.75	4.06
Ccin:CC1G_12387T0	Ccin:CC1G_06045T0	2.02	0.89	2.26
Ccin:CC1G_07532T0	Ccin:CC1G_06045T0	NA	0.78	NA
Ccin:CC1G_07523T0	Ccin:CC1G_06045T0	NA	0.78	NA
Ccin:CC1G_07524T0	Ccin:CC1G_06045T0	NA	0.76	NA
Ccin:CC1G_05931T0	Ccin:CC1G_06045T0	NA	0.76	NA
Ccin:CC1G_12058T0	Ccin:CC1G_08604T0	NA	1.56	NA
Ccin:CC1G_12164T0	Ccin:CC1G_08604T0	2.94	1.35	2.17
Ccin:CC1G_08599T0	Ccin:CC1G_08604T0	NA	1.17	NA
Ccin:CC1G_12349T0	Ccin:CC1G_08604T0	2.55	0.96	2.65
Ccin:CC1G_05910T0	Ccin:CC1G_06045T0	3.28	0.75	4.39
Ccin:CC1G_08615T0	Ccin:CC1G_08604T0	NA	1.19	NA
Ccin:CC1G_02654T0	Ccin:CC1G_06045T0	1.21	0.35	3.50
Ccin:CC1G_05948T0	Ccin:CC1G_06045T0	3.39	0.70	4.88
Ccin:CC1G_12386T0	Ccin:CC1G_06045T0	2.49	0.69	3.58
Ccin:CC1G_11210T0	Ccin:CC1G_08595T0	3.61	1.14	3.17
Ccin:CC1G_14911T0	Ccin:CC1G_05436T0	1.91	0.71	2.69
Ccin:CC1G_07742T0	Ccin:CC1G_08595T0	NA	1.05	NA
Ccin:CC1G_12349T0	Ccin:CC1G_15177T0	2.63	1.48	1.77
Ccin:CC1G_08615T0	Ccin:CC1G_15177T0	NA	1.29	NA
Ccin:CC1G_08600T0	Ccin:CC1G_15177T0	2.23	1.08	2.07
